"";"TournamentName";"TournamentStart";"TournamentEnd";"maxParticipants";"TournamentCountry";"TournamentPostalCode";"TournamentCity";"TournamentStreet";"TournamentPlace";"Rank";"TeamName";"TeamCountry";"TeamCity";"nParticipants";"TournamentID";"TournamentLongitude";"TournamentLatitude";"nParticipations";"TeamID";"TeamLongitude";"TeamLatitude"
"583";"4. WestfÃÂ¤lische Meisterschaft";2011-09-03 09:00:00;2011-09-04 16:00:00;0;"Deutschland";"59555";"Lippstadt";"Udener Str.";"Jahn-Sportplatz in Lippstadt";16;"Jugger-Haufen-Bochum";"Deutschland";"Bochum";16;53;8,3337762;51,6721709;42;202;7,1401155;51,4716282
"584";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";1;"Rigor Mortis";"Deutschland";"Berlin";32;54;12,4967105;49,6400456;59;359;13,3888599;52,5170365
"585";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";2;"GAG";"Deutschland";"Berlin";32;54;12,4967105;49,6400456;34;140;13,3888599;52,5170365
"586";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";3;"Zonenkinder";"Deutschland";"Jena";32;54;12,4967105;49,6400456;82;472;11,5879359;50,9281717
"587";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";4;"Falco jugger";"Deutschland";"Berlin";32;54;12,4967105;49,6400456;53;112;13,3888599;52,5170365
"588";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";5;"Hobbiz";"Deutschland";"Heidelberg";32;54;12,4967105;49,6400456;54;175;8,694724;49,4093582
"589";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";6;"Drachenblut";"Deutschland";"Waidhaus";32;54;12,4967105;49,6400456;19;97;12,4965684;49,6411504
"590";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";7;"Skull!";"Deutschland";"Berlin";32;54;12,4967105;49,6400456;36;393;13,3888599;52,5170365
"591";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";8;"SturmwÃÂ¶lfe";"Deutschland";"Bielefeld";32;54;12,4967105;49,6400456;25;407;8,60709241553391;52,04254155
"592";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";9;"Blackout";"Deutschland";"GÃ¶ttingen";32;54;12,4967105;49,6400456;21;40;9,9352051;51,5327604
"593";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";10;"Pompfritz";"Deutschland";"Wuppertal";32;54;12,4967105;49,6400456;30;340;7,1780374;51,264018
"594";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";11;"Torpedo Gorn";"Deutschland";"Hamburg";32;54;12,4967105;49,6400456;15;432;10,000654;53,550341
"595";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";12;"Torpedo Tortuga";"Deutschland";"Hamburg";32;54;12,4967105;49,6400456;15;436;10,000654;53,550341
"596";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";13;"Die Leere Menge";"Deutschland";"Greifswald";32;54;12,4967105;49,6400456;44;88;13,3815238;54,095791
"597";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";14;"Drachenblut Jugend";"Deutschland";"Waidhaus";32;54;12,4967105;49,6400456;1;100;12,4965684;49,6411504
"598";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";15;"Juggernauts";"Deutschland";"NÃ¼rnberg";32;54;12,4967105;49,6400456;40;214;12,9118642;48,3619187
"599";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";16;"Armageddon";"Deutschland";"NÃ¼rnberg";32;54;12,4967105;49,6400456;11;19;12,9118642;48,3619187
"600";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";17;"S.P.A.T.";"Deutschland";"Villingen";32;54;12,4967105;49,6400456;33;400;8,4598995;48,0596619
"601";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";18;"Die Halleschen DoppelsÃÂ¶ldner";"Deutschland";"Halle Saale";32;54;12,4967105;49,6400456;14;81;11,9705452;51,4825041
"602";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";19;"Rhabarber-Barbaren";"Deutschland";"Augsburg";32;54;12,4967105;49,6400456;7;358;9,1026652;54,5033271
"603";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";20;"Amazonenkinder";"Deutschland";"Jena";32;54;12,4967105;49,6400456;34;12;11,5879359;50,9281717
"604";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";21;"Awesome Pirates";"Deutschland";"Leer";32;54;12,4967105;49,6400456;23;24;7,46314680378176;53,2473626
"605";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";22;"Drachenblut II";"Deutschland";"Waidhaus";32;54;12,4967105;49,6400456;6;98;12,4965684;49,6411504
"606";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";23;"Pink Pain";"Deutschland";"Darmstadt";32;54;12,4967105;49,6400456;68;333;8,651177;49,872775
"607";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";24;"Resterampe";"Deutschland";"Mixteam";32;54;12,4967105;49,6400456;1;356;NA;NA
"608";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";25;"S.P.O.T.";"Deutschland";"Villingen";32;54;12,4967105;49,6400456;4;403;8,4598995;48,0596619
"609";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";26;"Sonnenwende";"Deutschland";"Berlin";32;54;12,4967105;49,6400456;37;394;13,3888599;52,5170365
"610";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";27;"Chimaera Brunsviga";"Deutschland";"Braunschweig";32;54;12,4967105;49,6400456;34;56;10,5252669;52,2639962
"611";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";28;"The Crossfighters";"Deutschland";"Bendorf";32;54;12,4967105;49,6400456;7;421;7,5732901;50,4238296
"612";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";29;"Drachenblut III";"Deutschland";"Waidhaus";32;54;12,4967105;49,6400456;1;99;12,4965684;49,6411504
"613";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";30;"Victim";"Deutschland";"Rethwisch";32;54;12,4967105;49,6400456;43;452;10,4447553;53,7828378
"614";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";31;"Mad Monkeys";"Deutschland";"Hagen";32;54;12,4967105;49,6400456;34;276;7,4727227;51,357862
"615";"14. Deutsche Meisterschaft";2011-09-17 10:00:00;2011-09-18 18:00:00;0;"Deutschland";"92726";"Waidhaus";"An der Bahn 2";"SportgelÃ¤nde des TSV Waidhaus";32;"Mikado";"Deutschland";"NÃ¼rnberg";32;54;12,4967105;49,6400456;1;287;12,9118642;48,3619187
"616";"7. Moshen im Park";2011-10-02 10:00:00;2011-10-02 18:00:00;6;"Deutschland";"23843";"Bad Oldesloe";"Kreuzung Kurparkallee / SÃ¼lzberg";"Liegewiese bei den TennisplÃ¤tzen";1;"Last Man Standing";"Deutschland";"Hamburg";6;55;NA;NA;33;265;10,000654;53,550341
"617";"7. Moshen im Park";2011-10-02 10:00:00;2011-10-02 18:00:00;6;"Deutschland";"23843";"Bad Oldesloe";"Kreuzung Kurparkallee / SÃ¼lzberg";"Liegewiese bei den TennisplÃ¤tzen";2;"Torpedo Irgendwas";"Deutschland";"Hamburg";6;55;NA;NA;1;434;10,000654;53,550341
"618";"7. Moshen im Park";2011-10-02 10:00:00;2011-10-02 18:00:00;6;"Deutschland";"23843";"Bad Oldesloe";"Kreuzung Kurparkallee / SÃ¼lzberg";"Liegewiese bei den TennisplÃ¤tzen";3;"Pestilencia Racesburg";"Deutschland";"Ratzeburg";6;55;NA;NA;5;323;10,7744255;53,7009942
"619";"7. Moshen im Park";2011-10-02 10:00:00;2011-10-02 18:00:00;6;"Deutschland";"23843";"Bad Oldesloe";"Kreuzung Kurparkallee / SÃ¼lzberg";"Liegewiese bei den TennisplÃ¤tzen";4;"Kamikaze Eulen";"Deutschland";"Rethwisch";6;55;NA;NA;38;242;10,4447553;53,7828378
"620";"7. Moshen im Park";2011-10-02 10:00:00;2011-10-02 18:00:00;6;"Deutschland";"23843";"Bad Oldesloe";"Kreuzung Kurparkallee / SÃ¼lzberg";"Liegewiese bei den TennisplÃ¤tzen";5;"Victim";"Deutschland";"Rethwisch";6;55;NA;NA;43;452;10,4447553;53,7828378
"621";"7. Moshen im Park";2011-10-02 10:00:00;2011-10-02 18:00:00;6;"Deutschland";"23843";"Bad Oldesloe";"Kreuzung Kurparkallee / SÃ¼lzberg";"Liegewiese bei den TennisplÃ¤tzen";6;"SpVgg Rasenschach";"Deutschland";"Rethwisch";6;55;NA;NA;8;404;10,4447553;53,7828378
"622";"2. Adventsturnier";2011-12-10 10:30:00;2011-12-10 18:00:00;19;"Deutschland";"79110";"Freiburg";"Falkenbergerstr 21";"Bolzplatz bei Ãkostation";1;"Hobbiz";"Deutschland";"Heidelberg";13;56;7,8238526;48,0138942;54;175;8,694724;49,4093582
"623";"2. Adventsturnier";2011-12-10 10:30:00;2011-12-10 18:00:00;19;"Deutschland";"79110";"Freiburg";"Falkenbergerstr 21";"Bolzplatz bei Ãkostation";2;"Gossenhauer";"Deutschland";"Freiburg";13;56;7,8238526;48,0138942;37;149;13,3428889;50,9169415
"624";"2. Adventsturnier";2011-12-10 10:30:00;2011-12-10 18:00:00;19;"Deutschland";"79110";"Freiburg";"Falkenbergerstr 21";"Bolzplatz bei Ãkostation";3;"Gossenhauer Veteranen";"Deutschland";"Freiburg";13;56;7,8238526;48,0138942;4;151;13,3428889;50,9169415
"625";"2. Adventsturnier";2011-12-10 10:30:00;2011-12-10 18:00:00;19;"Deutschland";"79110";"Freiburg";"Falkenbergerstr 21";"Bolzplatz bei Ãkostation";4;"Blackout";"Deutschland";"GÃ¶ttingen";13;56;7,8238526;48,0138942;21;40;9,9352051;51,5327604
"626";"2. Adventsturnier";2011-12-10 10:30:00;2011-12-10 18:00:00;19;"Deutschland";"79110";"Freiburg";"Falkenbergerstr 21";"Bolzplatz bei Ãkostation";5;"Pink Pain";"Deutschland";"Darmstadt";13;56;7,8238526;48,0138942;68;333;8,651177;49,872775
"627";"2. Adventsturnier";2011-12-10 10:30:00;2011-12-10 18:00:00;19;"Deutschland";"79110";"Freiburg";"Falkenbergerstr 21";"Bolzplatz bei Ãkostation";6;"JUKK|ER";"Deutschland";"Schwaikheim";13;56;7,8238526;48,0138942;13;238;9,3515664;48,8747084
"628";"2. Adventsturnier";2011-12-10 10:30:00;2011-12-10 18:00:00;19;"Deutschland";"79110";"Freiburg";"Falkenbergerstr 21";"Bolzplatz bei Ãkostation";7;"Pink Brain";"Deutschland";"Darmstadt";13;56;7,8238526;48,0138942;22;328;8,651177;49,872775
"629";"2. Adventsturnier";2011-12-10 10:30:00;2011-12-10 18:00:00;19;"Deutschland";"79110";"Freiburg";"Falkenbergerstr 21";"Bolzplatz bei Ãkostation";8;"S.P.A.T.";"Deutschland";"Villingen";13;56;7,8238526;48,0138942;33;400;8,4598995;48,0596619
"630";"2. Adventsturnier";2011-12-10 10:30:00;2011-12-10 18:00:00;19;"Deutschland";"79110";"Freiburg";"Falkenbergerstr 21";"Bolzplatz bei Ãkostation";9;"RasenmÃÂ¤her";"Deutschland";"Freiburg";13;56;7,8238526;48,0138942;3;349;13,3428889;50,9169415
"631";"2. Adventsturnier";2011-12-10 10:30:00;2011-12-10 18:00:00;19;"Deutschland";"79110";"Freiburg";"Falkenbergerstr 21";"Bolzplatz bei Ãkostation";10;"Jukker Stein";"Deutschland";"Schwaikheim";13;56;7,8238526;48,0138942;5;239;9,3515664;48,8747084
"632";"2. Adventsturnier";2011-12-10 10:30:00;2011-12-10 18:00:00;19;"Deutschland";"79110";"Freiburg";"Falkenbergerstr 21";"Bolzplatz bei Ãkostation";11;"Jugg Norris";"Deutschland";"Kassel";13;56;7,8238526;48,0138942;2;229;9,288335215129;50,19556435
"633";"2. Adventsturnier";2011-12-10 10:30:00;2011-12-10 18:00:00;19;"Deutschland";"79110";"Freiburg";"Falkenbergerstr 21";"Bolzplatz bei Ãkostation";12;"The Crossfighters";"Deutschland";"Bendorf";13;56;7,8238526;48,0138942;7;421;7,5732901;50,4238296
"634";"2. Adventsturnier";2011-12-10 10:30:00;2011-12-10 18:00:00;19;"Deutschland";"79110";"Freiburg";"Falkenbergerstr 21";"Bolzplatz bei Ãkostation";13;"Braindead";"Deutschland";"Hausach";13;56;7,8238526;48,0138942;2;48;8,174972;48,2836305
"635";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";1;"Rigor Mortis";"Deutschland";"Berlin";16;57;13,5523410528815;52,53334425;59;359;13,3888599;52,5170365
"636";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";2;"Living Undeads";"Deutschland";"Hannover";16;57;13,5523410528815;52,53334425;52;271;9,7385532;52,3744779
"637";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";3;"Gott AG";"Deutschland";"Berlin";16;57;13,5523410528815;52,53334425;2;157;13,3888599;52,5170365
"638";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";4;"Awesome Pirates";"Deutschland";"Leer";16;57;13,5523410528815;52,53334425;23;24;7,46314680378176;53,2473626
"639";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";5;"GAG";"Deutschland";"Berlin";16;57;13,5523410528815;52,53334425;34;140;13,3888599;52,5170365
"640";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";6;"PaderBears";"Deutschland";"Paderborn";16;57;13,5523410528815;52,53334425;28;320;8,76486977817756;51,71895955
"641";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";7;"Skull!";"Deutschland";"Berlin";16;57;13,5523410528815;52,53334425;36;393;13,3888599;52,5170365
"642";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";8;"BlutgrÃÂ¤tsche";"Deutschland";"LÃ¼beck";16;57;13,5523410528815;52,53334425;25;46;10,684738;53,866444
"643";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";9;"Falco jugger";"Deutschland";"Berlin";16;57;13,5523410528815;52,53334425;53;112;13,3888599;52,5170365
"644";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";10;"Zonenkinder";"Deutschland";"Jena";16;57;13,5523410528815;52,53334425;82;472;11,5879359;50,9281717
"645";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";11;"Die Halleschen DoppelsÃÂ¶ldner";"Deutschland";"Halle Saale";16;57;13,5523410528815;52,53334425;14;81;11,9705452;51,4825041
"646";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";12;"Sonnenwende";"Deutschland";"Berlin";16;57;13,5523410528815;52,53334425;37;394;13,3888599;52,5170365
"647";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";13;"Jugglers Jugg";"Deutschland";"Halle Saale";16;57;13,5523410528815;52,53334425;27;224;11,9705452;51,4825041
"648";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";14;"Cottbus Klatscher";"Deutschland";"Cottbus";16;57;13,5523410528815;52,53334425;8;60;14,3357307;51,7567447
"649";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";15;"Team aus Belzig";"Deutschland";"Belzig";16;57;13,5523410528815;52,53334425;1;412;12,5865873;52,1405622
"650";"4. Freundschaftliche Winterspiele";2012-02-04 09:30:00;2012-02-05 16:00:00;17;"Deutschland";"12683";"Berlin";"Allee der Kosmonauten 136";"Berlin - Marzahn/Hellersdorf";16;"Spalter";"Deutschland";"Hannover";16;57;13,5523410528815;52,53334425;27;397;9,7385532;52,3744779
"651";"GÃÂ¶ttinger Hallencup 2012";2012-03-03 10:00:00;2012-03-03 20:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Waldweg 28";"Kinderbewegungshaus, Eingang Jugendclub";1;"Blackout";"Deutschland";"GÃ¶ttingen";8;58;9,9440092850799;51,5449324;21;40;9,9352051;51,5327604
"652";"GÃÂ¶ttinger Hallencup 2012";2012-03-03 10:00:00;2012-03-03 20:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Waldweg 28";"Kinderbewegungshaus, Eingang Jugendclub";2;"Zonenkinder";"Deutschland";"Jena";8;58;9,9440092850799;51,5449324;82;472;11,5879359;50,9281717
"653";"GÃÂ¶ttinger Hallencup 2012";2012-03-03 10:00:00;2012-03-03 20:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Waldweg 28";"Kinderbewegungshaus, Eingang Jugendclub";3;"Living Undeads";"Deutschland";"Hannover";8;58;9,9440092850799;51,5449324;52;271;9,7385532;52,3744779
"654";"GÃÂ¶ttinger Hallencup 2012";2012-03-03 10:00:00;2012-03-03 20:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Waldweg 28";"Kinderbewegungshaus, Eingang Jugendclub";4;"Tollwut";"Deutschland";"Oldenburg";8;58;9,9440092850799;51,5449324;25;428;8,2146017;53,1389753
"655";"GÃÂ¶ttinger Hallencup 2012";2012-03-03 10:00:00;2012-03-03 20:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Waldweg 28";"Kinderbewegungshaus, Eingang Jugendclub";5;"Mix-Team";"Deutschland";"Mixteam";8;58;9,9440092850799;51,5449324;1;292;NA;NA
"656";"GÃÂ¶ttinger Hallencup 2012";2012-03-03 10:00:00;2012-03-03 20:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Waldweg 28";"Kinderbewegungshaus, Eingang Jugendclub";6;"Awesome Pirates";"Deutschland";"Leer";8;58;9,9440092850799;51,5449324;23;24;7,46314680378176;53,2473626
"657";"GÃÂ¶ttinger Hallencup 2012";2012-03-03 10:00:00;2012-03-03 20:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Waldweg 28";"Kinderbewegungshaus, Eingang Jugendclub";7;"Chimaera Brunsviga";"Deutschland";"Braunschweig";8;58;9,9440092850799;51,5449324;34;56;10,5252669;52,2639962
"658";"GÃÂ¶ttinger Hallencup 2012";2012-03-03 10:00:00;2012-03-03 20:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Waldweg 28";"Kinderbewegungshaus, Eingang Jugendclub";8;"Spalter";"Deutschland";"Hannover";8;58;9,9440092850799;51,5449324;27;397;9,7385532;52,3744779
"659";"6. Berliner Juggerpokal";2012-04-28 09:00:00;2012-04-29 15:00:00;24;"Deutschland";"10437";"Berlin";"CantianstraÃe 24";"Friedrich-Ludwig-Jahn-Sportpark";1;"Rigor Mortis";"Deutschland";"Berlin";23;60;13,4107017;52,5443748;59;359;13,3888599;52,5170365
"660";"1. Hagener Jugger Cup";2012-04-28 09:00:00;2012-04-28 18:00:00;12;"Deutschland";"58135";"Hagen";"Im Kettelbach 69";"Hagen";1;"J-Team Lippstadt";"Deutschland";"Lippstadt";12;59;7,42811672126889;51,3226435;28;192;8,347194;51,6747074
"661";"6. Berliner Juggerpokal";2012-04-28 09:00:00;2012-04-29 15:00:00;24;"Deutschland";"10437";"Berlin";"CantianstraÃe 24";"Friedrich-Ludwig-Jahn-Sportpark";2;"GAG";"Deutschland";"Berlin";23;60;13,4107017;52,5443748;34;140;13,3888599;52,5170365
"662";"1. Hagener Jugger Cup";2012-04-28 09:00:00;2012-04-28 18:00:00;12;"Deutschland";"58135";"Hagen";"Im Kettelbach 69";"Hagen";2;"Phoenix Marburg";"Deutschland";"Marburg";12;59;7,42811672126889;51,3226435;11;326;8,7757742;50,8117327
"663";"6. Berliner Juggerpokal";2012-04-28 09:00:00;2012-04-29 15:00:00;24;"Deutschland";"10437";"Berlin";"CantianstraÃe 24";"Friedrich-Ludwig-Jahn-Sportpark";3;"Die Leere Menge";"Deutschland";"Greifswald";23;60;13,4107017;52,5443748;44;88;13,3815238;54,095791
"664";"1. Hagener Jugger Cup";2012-04-28 09:00:00;2012-04-28 18:00:00;12;"Deutschland";"58135";"Hagen";"Im Kettelbach 69";"Hagen";3;"Pompfritz";"Deutschland";"Wuppertal";12;59;7,42811672126889;51,3226435;30;340;7,1780374;51,264018
"665";"1. Hagener Jugger Cup";2012-04-28 09:00:00;2012-04-28 18:00:00;12;"Deutschland";"58135";"Hagen";"Im Kettelbach 69";"Hagen";4;"Mad Monkeys";"Deutschland";"Hagen";12;59;7,42811672126889;51,3226435;34;276;7,4727227;51,357862
"666";"6. Berliner Juggerpokal";2012-04-28 09:00:00;2012-04-29 15:00:00;24;"Deutschland";"10437";"Berlin";"CantianstraÃe 24";"Friedrich-Ludwig-Jahn-Sportpark";4;"Falco jugger";"Deutschland";"Berlin";23;60;13,4107017;52,5443748;53;112;13,3888599;52,5170365
"667";"1. Hagener Jugger Cup";2012-04-28 09:00:00;2012-04-28 18:00:00;12;"Deutschland";"58135";"Hagen";"Im Kettelbach 69";"Hagen";5;"PaderBears";"Deutschland";"Paderborn";12;59;7,42811672126889;51,3226435;28;320;8,76486977817756;51,71895955
"668";"6. Berliner Juggerpokal";2012-04-28 09:00:00;2012-04-29 15:00:00;24;"Deutschland";"10437";"Berlin";"CantianstraÃe 24";"Friedrich-Ludwig-Jahn-Sportpark";5;"Last Man Standing";"Deutschland";"Hamburg";23;60;13,4107017;52,5443748;33;265;10,000654;53,550341
"669";"6. Berliner Juggerpokal";2012-04-28 09:00:00;2012-04-29 15:00:00;24;"Deutschland";"10437";"Berlin";"CantianstraÃe 24";"Friedrich-Ludwig-Jahn-Sportpark";6;"Skull!";"Deutschland";"Berlin";23;60;13,4107017;52,5443748;36;393;13,3888599;52,5170365
"670";"1. Hagener Jugger Cup";2012-04-28 09:00:00;2012-04-28 18:00:00;12;"Deutschland";"58135";"Hagen";"Im Kettelbach 69";"Hagen";6;"Pink Pain";"Deutschland";"Darmstadt";12;59;7,42811672126889;51,3226435;68;333;8,651177;49,872775
