"";"TournamentName";"TournamentStart";"TournamentEnd";"maxParticipants";"TournamentCountry";"TournamentPostalCode";"TournamentCity";"TournamentStreet";"TournamentPlace";"Rank";"TeamName";"TeamCountry";"TeamCity";"nParticipants";"TournamentID";"TournamentLongitude";"TournamentLatitude";"nParticipations";"TeamID";"TeamLongitude";"TeamLatitude"
"1244";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";27;"Weserkraken";"Deutschland";"Bremen";60;98;13,4027557;52,4729578;19;458;9,7627799;47,7205398
"1245";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";28;"Flying JUGGmen Bonn";"Deutschland";"Bonn";60;98;13,4027557;52,4729578;31;129;7,10066;50,735851
"1246";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";29;"Juggernauts";"Deutschland";"NÃ¼rnberg";60;98;13,4027557;52,4729578;40;214;12,9118642;48,3619187
"1247";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";30;"Spalter";"Deutschland";"Hannover";60;98;13,4027557;52,4729578;27;397;9,7385532;52,3744779
"1248";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";31;"Hobbiz";"Deutschland";"Heidelberg";60;98;13,4027557;52,4729578;54;175;8,694724;49,4093582
"1249";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";32;"Jugger-Haufen-Bochum";"Deutschland";"Bochum";60;98;13,4027557;52,4729578;42;202;7,1401155;51,4716282
"1250";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";33;"Flying Juggmen 2";"Deutschland";"Bonn";60;98;13,4027557;52,4729578;1;128;7,10066;50,735851
"1251";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";34;"Moonwalk to Pluto";"Deutschland";"GÃ¶ttingen";60;98;13,4027557;52,4729578;22;296;9,9352051;51,5327604
"1252";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";35;"Cottbus Klatscher";"Deutschland";"Cottbus";60;98;13,4027557;52,4729578;8;60;14,3357307;51,7567447
"1253";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";36;"Die Maximalkonsistente Teilklasse";"Deutschland";"Greifswald";60;98;13,4027557;52,4729578;18;90;13,3815238;54,095791
"1254";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";37;"Rigor Mortis 3";"Deutschland";"Berlin";60;98;13,4027557;52,4729578;12;361;13,3888599;52,5170365
"1255";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";38;"CÃÂº Chulainn";"Ireland";"Dublin";60;98;13,4027557;52,4729578;1;67;-6,2602731;53,3497645
"1256";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";39;"Kampf Keiler";"Deutschland";"Oldenburg";60;98;13,4027557;52,4729578;21;244;8,2146017;53,1389753
"1257";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";40;"Victim";"Deutschland";"Rethwisch";60;98;13,4027557;52,4729578;43;452;10,4447553;53,7828378
"1258";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";41;"Die Halleschen DoppelsÃÂ¶ldner";"Deutschland";"Halle Saale";60;98;13,4027557;52,4729578;14;81;11,9705452;51,4825041
"1259";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";42;".N.O.X.";"Deutschland";"Berlin";60;98;13,4027557;52,4729578;4;314;13,3888599;52,5170365
"1260";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";43;"Knautschzonenkinder";"Deutschland";"Jena";60;98;13,4027557;52,4729578;12;256;11,5879359;50,9281717
"1261";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";44;"SturmwÃÂ¶lfe";"Deutschland";"Bielefeld";60;98;13,4027557;52,4729578;25;407;8,60709241553391;52,04254155
"1262";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";45;"Torpedo Gorn";"Deutschland";"Hamburg";60;98;13,4027557;52,4729578;15;432;10,000654;53,550341
"1263";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";46;"Kamikaze Eulen";"Deutschland";"Rethwisch";60;98;13,4027557;52,4729578;38;242;10,4447553;53,7828378
"1264";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";47;"Die Konditionssteine";"Deutschland";"Halle Saale";60;98;13,4027557;52,4729578;4;83;11,9705452;51,4825041
"1265";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";48;"Na Mhic Tire";"Ireland";"Dublin";60;98;13,4027557;52,4729578;1;304;-6,2602731;53,3497645
"1266";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";49;"Without Rules (W.o.R)";"Deutschland";"Rotenburg (WÃ¼mme)";60;98;13,4027557;52,4729578;19;463;9,4049292;53,1108906
"1267";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";50;"Ketchup";"Deutschland";"Wuppertal";60;98;13,4027557;52,4729578;9;249;7,1780374;51,264018
"1268";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";51;"FlÃÂ¤minger Bumchucks";"Deutschland";"Belzig";60;98;13,4027557;52,4729578;4;123;12,5865873;52,1405622
"1269";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";52;"Awesome Pirates";"Deutschland";"Leer";60;98;13,4027557;52,4729578;23;24;7,46314680378176;53,2473626
"1270";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";53;"GSG-NeuN Demmin";"Deutschland";"Demmin";60;98;13,4027557;52,4729578;1;161;13,0327836;53,9070019
"1271";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";54;"Zonenzwerge";"Deutschland";"Jena";60;98;13,4027557;52,4729578;10;474;11,5879359;50,9281717
"1272";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";55;"Mengenleere";"Deutschland";"Greifswald";60;98;13,4027557;52,4729578;5;284;13,3815238;54,095791
"1273";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";56;"Braunschweig Bier & Brezeln";"Deutschland";"Braunschweig";60;98;13,4027557;52,4729578;1;49;10,5252669;52,2639962
"1274";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";57;"Chimaera Brunsviga II";"Deutschland";"Braunschweig";60;98;13,4027557;52,4729578;7;57;10,5252669;52,2639962
"1275";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";58;"Rigor Mortis 4";"Deutschland";"Berlin";60;98;13,4027557;52,4729578;3;362;13,3888599;52,5170365
"1276";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";59;"Pinke Patrolleure";"Deutschland";"Mainz - Darmstadt";60;98;13,4027557;52,4729578;2;329;NA;NA
"1277";"16. Deutsche Meisterschaft";2013-09-21 12:00:00;2013-09-22 16:00:00;64;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";60;"Rosa-Juggs";"Deutschland";"Berlin";60;98;13,4027557;52,4729578;1;364;13,3888599;52,5170365
"1278";"9. Moshen im Park";2013-11-09 10:00:00;2013-11-09 18:00:00;0;"Deutschland";"23847";"Rethwisch";"Buchrader Weg 2";"Sportplatz des VfL Rethwisch";1;"SpVgg Rasenschach";"Deutschland";"Rethwisch";4;99;10,4401006536605;53,78423965;8;404;10,4447553;53,7828378
"1279";"9. Moshen im Park";2013-11-09 10:00:00;2013-11-09 18:00:00;0;"Deutschland";"23847";"Rethwisch";"Buchrader Weg 2";"Sportplatz des VfL Rethwisch";2;"Victim";"Deutschland";"Rethwisch";4;99;10,4401006536605;53,78423965;43;452;10,4447553;53,7828378
"1280";"9. Moshen im Park";2013-11-09 10:00:00;2013-11-09 18:00:00;0;"Deutschland";"23847";"Rethwisch";"Buchrader Weg 2";"Sportplatz des VfL Rethwisch";3;"Kamikaze Eulen";"Deutschland";"Rethwisch";4;99;10,4401006536605;53,78423965;38;242;10,4447553;53,7828378
"1281";"9. Moshen im Park";2013-11-09 10:00:00;2013-11-09 18:00:00;0;"Deutschland";"23847";"Rethwisch";"Buchrader Weg 2";"Sportplatz des VfL Rethwisch";4;"Die kranken Schwestern";"Deutschland";"Bad Oldesloe";4;99;10,4401006536605;53,78423965;1;84;10,3733692;53,8096562
"1282";"GÃÂ¶ttinger Hallencup 2014";2014-02-01 09:30:00;2014-02-01 18:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Theaterplatz 10";"Sporthalle des Max-Planck-Gymnasium, GÃ¶ttingen";1;"Zonenkinder";"Deutschland";"Jena";8;100;9,9408013;51,5363581;82;472;11,5879359;50,9281717
"1283";"GÃÂ¶ttinger Hallencup 2014";2014-02-01 09:30:00;2014-02-01 18:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Theaterplatz 10";"Sporthalle des Max-Planck-Gymnasium, GÃ¶ttingen";2;"Living Undeads";"Deutschland";"Hannover";8;100;9,9408013;51,5363581;52;271;9,7385532;52,3744779
"1284";"GÃÂ¶ttinger Hallencup 2014";2014-02-01 09:30:00;2014-02-01 18:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Theaterplatz 10";"Sporthalle des Max-Planck-Gymnasium, GÃ¶ttingen";3;"Chimaera Brunsviga";"Deutschland";"Braunschweig";8;100;9,9408013;51,5363581;34;56;10,5252669;52,2639962
"1285";"GÃÂ¶ttinger Hallencup 2014";2014-02-01 09:30:00;2014-02-01 18:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Theaterplatz 10";"Sporthalle des Max-Planck-Gymnasium, GÃ¶ttingen";4;"Amazonenkinder";"Deutschland";"Jena";8;100;9,9408013;51,5363581;34;12;11,5879359;50,9281717
"1286";"GÃÂ¶ttinger Hallencup 2014";2014-02-01 09:30:00;2014-02-01 18:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Theaterplatz 10";"Sporthalle des Max-Planck-Gymnasium, GÃ¶ttingen";5;"Moonwalk to Pluto";"Deutschland";"GÃ¶ttingen";8;100;9,9408013;51,5363581;22;296;9,9352051;51,5327604
"1287";"GÃÂ¶ttinger Hallencup 2014";2014-02-01 09:30:00;2014-02-01 18:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Theaterplatz 10";"Sporthalle des Max-Planck-Gymnasium, GÃ¶ttingen";6;"OlRoburg";"Deutschland";"Mixteam";8;100;9,9408013;51,5363581;2;315;NA;NA
"1288";"GÃÂ¶ttinger Hallencup 2014";2014-02-01 09:30:00;2014-02-01 18:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Theaterplatz 10";"Sporthalle des Max-Planck-Gymnasium, GÃ¶ttingen";7;"Zeugen Jevers";"Deutschland";"GÃ¶ttingen";8;100;9,9408013;51,5363581;2;470;9,9352051;51,5327604
"1289";"GÃÂ¶ttinger Hallencup 2014";2014-02-01 09:30:00;2014-02-01 18:00:00;8;"Deutschland";"37073";"GÃ¶ttingen";"Theaterplatz 10";"Sporthalle des Max-Planck-Gymnasium, GÃ¶ttingen";8;"Spalter";"Deutschland";"Hannover";8;100;9,9408013;51,5363581;27;397;9,7385532;52,3744779
"1290";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";1;"Pompfritz";"Deutschland";"Wuppertal";14;102;NA;NA;30;340;7,1780374;51,264018
"1291";"1. Kieler Nordderby";2014-04-05 10:00:00;2014-04-06 16:00:00;12;"Deutschland";"24143";"Kiel";"RÃ¶ntgenstraÃe 5";"Sportplatz des TUS Gaarden";1;"Rigor Mortis";"Deutschland";"Berlin";12;101;10,1518678970631;54,3083559;59;359;13,3888599;52,5170365
"1292";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";2;"Mad Monkeys";"Deutschland";"Hagen";14;102;NA;NA;34;276;7,4727227;51,357862
"1293";"1. Kieler Nordderby";2014-04-05 10:00:00;2014-04-06 16:00:00;12;"Deutschland";"24143";"Kiel";"RÃ¶ntgenstraÃe 5";"Sportplatz des TUS Gaarden";2;"Torpedo BÃÂ¤ÃÂ¤m!";"Deutschland";"Hamburg";12;101;10,1518678970631;54,3083559;33;430;10,000654;53,550341
"1294";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";3;"PaderBears";"Deutschland";"Paderborn";14;102;NA;NA;28;320;8,76486977817756;51,71895955
"1295";"1. Kieler Nordderby";2014-04-05 10:00:00;2014-04-06 16:00:00;12;"Deutschland";"24143";"Kiel";"RÃ¶ntgenstraÃe 5";"Sportplatz des TUS Gaarden";3;"Last Man Standing";"Deutschland";"Hamburg";12;101;10,1518678970631;54,3083559;33;265;10,000654;53,550341
"1296";"1. Kieler Nordderby";2014-04-05 10:00:00;2014-04-06 16:00:00;12;"Deutschland";"24143";"Kiel";"RÃ¶ntgenstraÃe 5";"Sportplatz des TUS Gaarden";4;"Fischkoppkrieger";"Deutschland";"Kiel";12;101;10,1518678970631;54,3083559;42;119;10,1371858;54,3216753
"1297";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";4;"Schergen von Monasteria";"Deutschland";"MÃ¼nster";14;102;NA;NA;34;378;7,6251879;51,9625101
"1298";"1. Kieler Nordderby";2014-04-05 10:00:00;2014-04-06 16:00:00;12;"Deutschland";"24143";"Kiel";"RÃ¶ntgenstraÃe 5";"Sportplatz des TUS Gaarden";5;"BlutgrÃÂ¤tsche";"Deutschland";"LÃ¼beck";12;101;10,1518678970631;54,3083559;25;46;10,684738;53,866444
"1299";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";5;"Mighty Juggs";"Deutschland";"Lippstadt";14;102;NA;NA;13;286;8,347194;51,6747074
"1300";"1. Kieler Nordderby";2014-04-05 10:00:00;2014-04-06 16:00:00;12;"Deutschland";"24143";"Kiel";"RÃ¶ntgenstraÃe 5";"Sportplatz des TUS Gaarden";6;"Keiler";"Deutschland";"Oldenburg";12;101;10,1518678970631;54,3083559;22;245;8,2146017;53,1389753
"1301";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";6;"Jugger-Haufen-Bochum";"Deutschland";"Bochum";14;102;NA;NA;42;202;7,1401155;51,4716282
"1302";"1. Kieler Nordderby";2014-04-05 10:00:00;2014-04-06 16:00:00;12;"Deutschland";"24143";"Kiel";"RÃ¶ntgenstraÃe 5";"Sportplatz des TUS Gaarden";7;"Kamikaze Eulen";"Deutschland";"Rethwisch";12;101;10,1518678970631;54,3083559;38;242;10,4447553;53,7828378
"1303";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";7;"Cervisia Ultima";"Deutschland";"Duisburg";14;102;NA;NA;35;53;6,759562;51,434999
"1304";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";8;"Jugger Legion Kreis Olpe";"Deutschland";"Olpe";14;102;NA;NA;1;211;7,8424193;51,0297603
"1305";"1. Kieler Nordderby";2014-04-05 10:00:00;2014-04-06 16:00:00;12;"Deutschland";"24143";"Kiel";"RÃ¶ntgenstraÃe 5";"Sportplatz des TUS Gaarden";8;"Living Undeads";"Deutschland";"Hannover";12;101;10,1518678970631;54,3083559;52;271;9,7385532;52,3744779
"1306";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";9;"Jugg - the Ripper";"Deutschland";"Hagen";14;102;NA;NA;16;235;7,4727227;51,357862
"1307";"1. Kieler Nordderby";2014-04-05 10:00:00;2014-04-06 16:00:00;12;"Deutschland";"24143";"Kiel";"RÃ¶ntgenstraÃe 5";"Sportplatz des TUS Gaarden";9;"Victim";"Deutschland";"Rethwisch";12;101;10,1518678970631;54,3083559;43;452;10,4447553;53,7828378
"1308";"1. Kieler Nordderby";2014-04-05 10:00:00;2014-04-06 16:00:00;12;"Deutschland";"24143";"Kiel";"RÃ¶ntgenstraÃe 5";"Sportplatz des TUS Gaarden";10;"Sonnenwende";"Deutschland";"Berlin";12;101;10,1518678970631;54,3083559;37;394;13,3888599;52,5170365
"1309";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";10;"Flying JUGGmen Bonn";"Deutschland";"Bonn";14;102;NA;NA;31;129;7,10066;50,735851
"1310";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";11;"SturmwÃÂ¶lfe";"Deutschland";"Bielefeld";14;102;NA;NA;25;407;8,60709241553391;52,04254155
"1311";"1. Kieler Nordderby";2014-04-05 10:00:00;2014-04-06 16:00:00;12;"Deutschland";"24143";"Kiel";"RÃ¶ntgenstraÃe 5";"Sportplatz des TUS Gaarden";11;"Pfeifenkrautkrieger";"Deutschland";"Kiel";12;101;10,1518678970631;54,3083559;5;325;10,1371858;54,3216753
"1312";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";12;"Pig Pile";"Deutschland";"Hagen";14;102;NA;NA;15;327;7,4727227;51,357862
"1313";"1. Kieler Nordderby";2014-04-05 10:00:00;2014-04-06 16:00:00;12;"Deutschland";"24143";"Kiel";"RÃ¶ntgenstraÃe 5";"Sportplatz des TUS Gaarden";12;"Without Rules (W.o.R)";"Deutschland";"Rotenburg (WÃ¼mme)";12;101;10,1518678970631;54,3083559;19;463;9,4049292;53,1108906
"1314";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";13;"JuggerRangers";"Deutschland";"KÃ¶ln";14;102;NA;NA;1;217;6,959974;50,938361
"1315";"4. NRW Turnier";2014-04-05 10:00:00;2014-04-05 18:00:00;16;"Deutschland";"47249";"Duisburg";"Angertaler StraÃe / Cramer-Klett-Stra&a";"Erholungspark Biegerhof";14;"Darkwing Jugg";"Deutschland";"Arnsberg";14;102;NA;NA;2;70;8,0605908;51,4002384
"1316";"8. Berliner Juggerpokal";2014-05-03 10:00:00;2014-05-04 17:00:00;28;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";1;"Rigor Mortis";"Deutschland";"Berlin";27;103;13,4027557;52,4729578;59;359;13,3888599;52,5170365
"1317";"8. Berliner Juggerpokal -Kinderturnier-";2014-05-03 10:00:00;2014-05-04 17:00:00;8;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";1;"Jugger Hunter";"Deutschland";"Rotenburg a. d. Fulda";8;105;13,4027557;52,4729578;9;207;9,7269936;50,9948584
"1318";"8. Berliner Juggerpokal -Jugendturnier-";2014-05-03 10:00:00;2014-05-04 17:00:00;12;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";1;"Victim";"Deutschland";"Rethwisch";9;104;13,4027557;52,4729578;43;452;10,4447553;53,7828378
"1319";"8. Berliner Juggerpokal -Jugendturnier-";2014-05-03 10:00:00;2014-05-04 17:00:00;12;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";2;"Myrmidonen";"Deutschland";"Rotenburg a. d. Fulda";9;104;13,4027557;52,4729578;4;302;9,7269936;50,9948584
"1320";"8. Berliner Juggerpokal -Kinderturnier-";2014-05-03 10:00:00;2014-05-04 17:00:00;8;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";2;"The Fighters";"Deutschland";"Berlin";8;105;13,4027557;52,4729578;1;423;13,3888599;52,5170365
"1321";"8. Berliner Juggerpokal";2014-05-03 10:00:00;2014-05-04 17:00:00;28;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";2;"Die Leere Menge";"Deutschland";"Greifswald";27;103;13,4027557;52,4729578;44;88;13,3815238;54,095791
"1322";"8. Berliner Juggerpokal";2014-05-03 10:00:00;2014-05-04 17:00:00;28;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";3;"GrÃÂ¼nanlagen Guerilla";"Deutschland";"Berlin";27;103;13,4027557;52,4729578;29;160;13,3888599;52,5170365
"1323";"8. Berliner Juggerpokal -Jugendturnier-";2014-05-03 10:00:00;2014-05-04 17:00:00;12;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";3;"Kleinster Gemeinsamer Nenner";"Deutschland";"Greifswald";9;104;13,4027557;52,4729578;5;253;13,3815238;54,095791
"1324";"8. Berliner Juggerpokal -Kinderturnier-";2014-05-03 10:00:00;2014-05-04 17:00:00;8;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";3;"Atoxera 2.0";"Deutschland";"Rotenburg a. d. Fulda";8;105;13,4027557;52,4729578;7;22;9,7269936;50,9948584
"1325";"8. Berliner Juggerpokal";2014-05-03 10:00:00;2014-05-04 17:00:00;28;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";4;"Rigor Mortis 2";"Deutschland";"Berlin";27;103;13,4027557;52,4729578;23;360;13,3888599;52,5170365
"1326";"8. Berliner Juggerpokal -Kinderturnier-";2014-05-03 10:00:00;2014-05-04 17:00:00;8;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";4;"Jugger Devils";"Deutschland";"Bad Hersfeld";8;105;13,4027557;52,4729578;5;198;9,7068481;50,8681341
"1327";"8. Berliner Juggerpokal -Jugendturnier-";2014-05-03 10:00:00;2014-05-04 17:00:00;12;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";4;"Pig Pile";"Deutschland";"Hagen";9;104;13,4027557;52,4729578;15;327;7,4727227;51,357862
"1328";"8. Berliner Juggerpokal -Kinderturnier-";2014-05-03 10:00:00;2014-05-04 17:00:00;8;"Deutschland";"10965";"Berlin";"Tempelhofer Feld";"Ex-Flughafen Tempelhof, Berlin";5;"GS Sch'feld Juggers";"Deutschland";"Schenklengsfeld";8;105;13,4027557;52,4729578;1;162;9,8452709;50,8193144
